name,dba,slug,dba_slug,type,is_breeder,is_bank,is_cultivator,is_dispensary,is_academic,url,is_bad_url,reason_code,street_address,city,state,zip_code,country,lat,lng,phone,email,license_usda,license_state,license_other,is_licensed,schema_complete,last_verified,verified_by,submitted_at,submitted_by,evidence_url
Green Seed Bank,,green-seed-bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Source Gardens,,green-source-gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Team Genetics,,green-team-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreenWRLD Exclusive,,greenwrld-exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Wolf Genetics,,green-wolf-genetics,,,,,,,,https://www.greenwolfgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Green Work Collective,,green-work-collective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenbud Seeds,,greenbud-seeds,,,,,,,,http://greenbudseeds.com,false,,,,,,,,,,,,,,,,,,,,
Greener Mountain Boys,,greener-mountain-boys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenfield Seeds,,greenfield-seeds,,,,,,,,http://www.greenfield-shop.com,false,,,,,,,,,,,,,,,,,,,,
Greenhand Genetics,,greenhand-genetics,,,,,,,,https://www.greenhandshop.org,false,,,,,,,,,,,,,,,,,,,,
Greenlife Seeds US,,greenlife-seeds-us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenpoint Seeds,,greenpoint-seeds,,,,,,,,http://www.greenpointseeds.com,false,,,,,,,,,,,,,,,,,,,,
Greensleeves Genetics,,greensleeves-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greensnowman,,greensnowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greyskull Seeds,,greyskull-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrindHouse Medical Seeds Co.,,grindhouse-medical-seeds-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrouchyOldMan,,grouchyoldman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grounded Genetics,,grounded-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grow Culture Genetics,,grow-culture-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grow Today Genetics,,grow-today-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growers Choice,,growers-choice,,,,,,,,http://www.growerschoice.nl,false,,,,,,,,,,,,,,,,,,,,
Growi Seeds Amsterdam,,growi-seeds-amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growing Up Ganja,,growing-up-ganja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growmaster Genetics,,growmaster-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grubbycup Stash,,grubbycup-stash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gualuka Seminoteca,,gualuka-seminoteca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam Maineian Gardens,,guam-maineian-gardens,,,,,,,,https://theauthenticgmg.com/,false,,,,,,,,,,,,,,,,,,,,
Guerilla Pack,,guerilla-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gure Brox Genetics,,gure-brox-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gus' Unique Selections,,gus-unique-selections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.A.T.T. Seed Co,,hatt-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.B.K. Genetics,,hbk-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLW Seedbank - Hemp Like Weed,,hlw-seedbank---hemp-like-weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQFarms,,hqfarms,,,,,,,,https://www.hq.farm,false,,,,,,,,,,,,,,,,,,,,
HY-PRO Seeds,,hy-pro-seeds,,,,,,,,http://www.hy-pro.nl,false,,,,,,,,,,,,,,,,,,,,
Half Skull Cannabis,,half-skull-cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hall Of Fame Seeds,,hall-of-fame-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammerhead,,hammerhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanami Beans,,hanami-beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hang Five Seeds,,hang-five-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hang On! Genetics,,hang-on-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Bird Seeds,,happy-bird-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HappyDadSeeds,,happydadseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Dreams Genetics,,happy-dreams-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Little Tree Co,,happy-little-tree-co,,,,,,,,https://landracepreservationsociety.org,false,,,,,,,,,,,,,,,,,,,,
Happy Little Treez,,happy-little-treez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Man Seeds,,happy-man-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Roots,,happy-roots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Valley Genetics,,happy-valley-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardcore Genetics,,hardcore-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Haze Seeds,,harry-haze-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hash Hands,,hash-hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HashHeads Genes,,hashheads-genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hash Seed,,hash-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haute Genetique,,haute-genetique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Budline,,hawaiian-budline,,,,,,,,https://www.hawaiianbudline.com,false,,,,,,,,,,,,,,,,,,,,
Hazardville Farms,,hazardville-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazeman Seeds,,hazeman-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Head Seeds,,head-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headstash Seeds,,headstash-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healing Path Genetics,,healing-path-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart & Soil Seeds,,heart-soil-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Dayze Genetics,,heavy-dayze-genetics,,,,,,,,http://heavydayze.com,false,,,,,,,,,,,,,,,,,,,,
Heavy Rain Genetics,,heavy-rain-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavyweight Seeds,,heavyweight-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heisenbeans Genetics,,heisenbeans-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helderberg Genetics,,helderberg-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helvetic Seeds,,helvetic-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemcy Genetics,,hemcy-genetics,,,,,,,,http://www.hemcy.com,false,,,,,,,,,,,,,,,,,,,,
Hempbrothers,,hempbrothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hempire Seeds co.,,hempire-seeds-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp of Champ,,hemp-of-champ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbaria,,herbaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbies Seeds,,herbies-seeds,,,,,,,,https://herbiesheadshop.com,false,,,,,,,,,,,,,,,,,,,,
HereWeGrowSeedCO,,herewegrowseedco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Seeds,,heritage-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermetic Genetics,,hermetic-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hero Seeds,,hero-seeds,,,,,,,,http://www.heroseeds.com,false,,,,,,,,,,,,,,,,,,,,
Heroes of the Farm,,heroes-of-the-farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herring Chokers,,herring-chokers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi-Elevation Genetics,,hi-elevation-genetics,,,,,,,,http://www.Hielevationgenetics.com,false,,,,,,,,,,,,,,,,,,,,
HiBreedProject,,hibreedproject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Garden Genetics,,hidden-garden-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High10ed_031,,high10ed-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High C Genetics,,high-c-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Five Genetics,,high-five-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Ground Ganja,,high-ground-ganja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Moon Seeds,,high-moon-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Octane Genetics,,high-octane-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Quality Seeds,,high-quality-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HighRise Seeds,,highrise-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Society Hash,,high-society-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Speed Buds,,high-speed-buds,,,,,,,,https://www.highspeedbuds.com,false,,,,,,,,,,,,,,,,,,,,
Higher Love,,higher-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher Perspective Genetics,,higher-perspective-genetics,,,,,,,,https://www.higherperspectivegenetics.com,false,,,,,,,,,,,,,,,,,,,,
Higher Plane Genetics,,higher-plane-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland Fog Genetics,,highland-fog-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highrule Genetics,,highrule-genetics,,,,,,,,https://www.highrulegenetics.com,false,,,,,,,,,,,,,,,,,,,,
HillBilly Herb Grower,,hillbilly-herb-grower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill Bomb Genetics,,hill-bomb-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbilly Sunshine,,hillbilly-sunshine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippie Cannabis Genetics,,hippie-cannabis-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippie Krack Genetiks,,hippie-krack-genetiks,,,,,,,,http://www.HippieKrackGenetiks.com,false,,,,,,,,,,,,,,,,,,,,
Hisens Crew,,hisens-crew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoku Seed Co,,hoku-seed-co,,,,,,,,https://hokuseedco.com,false,,,,,,,,,,,,,,,,,,,,
Holy Hemp,,holy-hemp,,,,,,,,https://holy-hemp.de,false,,,,,,,,,,,,,,,,,,,,
Holy Perogy,,holy-perogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Sacrament Selections,,holy-sacrament-selections,,,,,,,,http://holysacramentselections.carrd.com,false,,,,,,,,,,,,,,,,,,,,
Holy Seeds Bank,,holy-seeds-bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Smoke Seeds,,holy-smoke-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homegrown Fantaseeds,,homegrown-fantaseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homegrown Genetics,,homegrown-genetics,,,,,,,,https://homegrown-genetics.com,false,,,,,,,,,,,,,,,,,,,,
Homegrown Natural Wonders,,homegrown-natural-wonders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homegrown Organic Seeds,,homegrown-organic-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hometown Genetics,,hometown-genetics,,,,,,,,https://www.hometown-genetics.com,false,,,,,,,,,,,,,,,,,,,,
Honey Hive Genetics,,honey-hive-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Pot Genetics,,honey-pot-genetics,,,,,,,,https://honeypotgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Honey Sticks Genetics,,honey-sticks-genetics,,,,,,,,https://www.honeysticksgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Horners Horticulture,,horners-horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HortiLab,,hortilab,,,,,,,,http://www.hortilab.nl,false,,,,,,,,,,,,,,,,,,,,
House Of The Great Gardener,,house-of-the-great-gardener,,,,,,,,http://houseofthegreatgardener.com,false,,,,,,,,,,,,,,,,,,,,
House of Funk Genetics,,house-of-funk-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howe Farms,,howe-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huba Seed Bank,,huba-seed-bank,,,,,,,,https://hubaseedbank.com,false,,,,,,,,,,,,,,,,,,,,
Humble Jungle Seeds,,humble-jungle-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt Bred,,humboldt-bred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt Seed Company,,humboldt-seed-company,,,,,,,,https://humboldtseedcompany.com,false,,,,,,,,,,,,,,,,,,,,
Humboldt Seed Organisation,,humboldt-seed-organisation,,,,,,,,https://www.humboldtseeds.net,false,,,,,,,,,,,,,,,,,,,,
Humminbird Genetics,,humminbird-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungry Hippo Farm,,hungry-hippo-farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Farms,,hunter-farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid Department,,hybrid-department,,,,,,,,https://hybrid-department.blogspot.com,false,,,,,,,,,,,,,,,,,,,,
Hybrids from hell,,hybrids-from-hell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyp3rids,,hyp3rids,,,,,,,,http://www.hyp3rids.com,false,,,,,,,,,,,,,,,,,,,,
Hype Daddy Ra,,hype-daddy-ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypno Seeds,,hypno-seeds,,,,,,,,https://hypnoseeds.com,false,,,,,,,,,,,,,,,,,,,,
hydroglyphics,,hydroglyphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBT Genetics Seeds,,ibt-genetics-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBZ Seeds,,ibz-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDGSeeds,,idgseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC Genetics,,itc-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZI Seeds,,izi-seeds,,,,,,,,https://izi.farm,false,,,,,,,,,,,,,,,,,,,,
Ice Bear Co,,ice-bear-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illuminati Seeds,,illuminati-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illusion Genetics,,illusion-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immortal Flower,,immortal-flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial Seal Seeds,,imperial-seal-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In-Tents Genetix,,in-tents-genetix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In House Genetics,,in-house-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Landrace Exchange,,indian-landrace-exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicanada,,indicanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigenous Seed,,indigenous-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndoSmokez,,indosmokez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infinity Seeds,,infinity-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflorescences of Scotland,,inflorescences-of-scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inland Valley Genetics,,inland-valley-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Earth Seeds,,inner-earth-seeds,,,,,,,,https://innerearthseeds.com,false,,,,,,,,,,,,,,,,,,,,
Insane Seed Posse,,insane-seed-posse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inseedious Seeds,,inseedious-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intergalactic Holistic Healing,,intergalactic-holistic-healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Farm Cut,,international-farm-cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intrepid Genetics,,intrepid-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intuitive Genetics,,intuitive-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irie Genetics,,irie-genetics,,,,,,,,http://iriegeneticscolorado.com,false,,,,,,,,,,,,,,,,,,,,
Iron Fist Genetics,,iron-fist-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irvine Seed Company,,irvine-seed-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islandseedsbank,,islandseedsbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iiTzToasty,,iitztoasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illo Seeds,,illo-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Diesel_NY,,jdiesel-ny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. James,,j-james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2G Genetics,,j2g-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Love,,j-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JONZ,,jonz,,,,,,,,https://www.jonz.eu,false,,,,,,,,,,,,,,,,,,,,
JT Kultivation,,jt-kultivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JYM Seeds,,jym-seeds,,,,,,,,https://www.jymseeds.com,false,,,,,,,,,,,,,,,,,,,,
Jack Davis,,jack-davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jah Seeds,,jah-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica Seeds,,jamaica-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Bong Genetics,,james-bong-genetics,,,,,,,,http://jamesbonggenetics.com,false,,,,,,,,,,,,,,,,,,,,
James Loud Genetics,,james-loud-genetics,,,,,,,,https://jamesloudgenetics.com,false,,,,,,,,,,,,,,,,,,,,
Jamie Cee’s Premium Cannabis Seeds,,jamie-cees-premium-cannabis-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jardala Seeds,,jardala-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Gundry,,jared-gundry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaws Gear,,jaws-gear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Jay Genetics,,jay-jay-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jedi Genetixx,,jedi-genetixx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jett Jenetics,,jett-jenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinxproof Genetics,,jinxproof-genetics,,,,,,,,http://jinxproofsdankbank.com,false,,,,,,,,,,,,,,,,,,,,
Joebud Genetics,,joebud-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joeypotseed,,joeypotseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Sinclair Seeds,,john-sinclair-seeds,,,,,,,,http://johnsinclairseeds.com,false,,,,,,,,,,,,,,,,,,,,
JohnnyBGoode Seed Collective,,johnnybgoode-seed-collective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnston's Genetics,,johnstons-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joint Custody Seed Co,,joint-custody-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joint Doctor,,joint-doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolly Pond Farm,,jolly-pond-farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonesbrey,,jonesbrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonny Hempseed LLC,,jonny-hempseed-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan of the Islands,,jordan-of-the-islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Moore,,juan-moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juiced Up Genetix,,juiced-up-genetix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungle Boys,,jungle-boys,,,,,,,,https://www.jungleboys.com,false,,,,,,,,,,,,,,,,,,,,
Junk Monkey Genetics,,junk-monkey-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just A Handful,,just-a-handful,,,,,,,,https://jahseeds.ca,false,,,,,,,,,,,,,,,,,,,,
Just Another Herbalist,,just-another-herbalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustFeminized.com,,justfeminizedcom,,,,,,,,http://www.justfeminized.com,false,,,,,,,,,,,,,,,,,,,,
Just Seed Co,,just-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyllene Genetics,,jyllene-genetics,,,,,,,,http://www.jyllenegenetics.com,false,,,,,,,,,,,,,,,,,,,,
Jörd Genetics,,jörd-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC Brains Holland,,kc-brains-holland,,,,,,,,http://www.kcbrains.com,false,,,,,,,,,,,,,,,,,,,,
KGBeans,,kgbeans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadō,,kadō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaiser Chief,,kaiser-chief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalashnikov Seeds,,kalashnikov-seeds,,,,,,,,http://www.kalashnikov-seeds.com,false,,,,,,,,,,,,,,,,,,,,
Kali's Fruitful Cannabis Seeds,,kalis-fruitful-cannabis-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaliman Seeds,,kaliman-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KalySeeds,,kalyseeds,,,,,,,,http://kalyseeds.eu,false,,,,,,,,,,,,,,,,,,,,
Kamikaz Seeds,,kamikaz-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kannabia Seeds,,kannabia-seeds,,,,,,,,https://www.kannabia.com,false,,,,,,,,,,,,,,,,,,,,
Kaos Kreations,,kaos-kreations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karma Genetics,,karma-genetics,,,,,,,,http://www.karmagenetics.com,false,,,,,,,,,,,,,,,,,,,,
Katsu Seeds,,katsu-seeds,,,,,,,,http://katsubluebird.com,false,,,,,,,,,,,,,,,,,,,,
Kayed Seeds,,kayed-seeds,,,,,,,,https://www.kayedseeds.com,false,,,,,,,,,,,,,,,,,,,,
Keller Kind Genetics,,keller-kind-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Dog Smoke Seeds,,ken-dog-smoke-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kera Seeds,,kera-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keta Seeds,,keta-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketama Seeds,,ketama-seeds,,,,,,,,http://www.ketamaseeds.com,false,,,,,,,,,,,,,,,,,,,,
Keys to the Kingdom,,keys-to-the-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalifa Genetics,,khalifa-genetics,,,,,,,,https://khalifagenetics.com,false,,,,,,,,,,,,,,,,,,,,
Kick Boot Seeds,,kick-boot-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kickflip Genetics,,kickflip-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kief Sweat,,kief-sweat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killa Treez,,killa-treez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimera Genetics,,kimera-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kind'z Geneticz,,kindz-geneticz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kind Seed Co,,kind-seed-co,,,,,,,,https://kindseed.com,false,,,,,,,,,,,,,,,,,,,,
Kindway Farms,,kindway-farms,,,,,,,,http://www.kindwayfarms.com,false,,,,,,,,,,,,,,,,,,,,
Kineos Genetics,,kineos-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KingJayGenetics,,kingjaygenetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingdom Organic Seeds,,kingdom-organic-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsmen Genetics Seed Co.,,kingsmen-genetics-seed-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kismet Nursery,,kismet-nursery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiwiseeds,,kiwiseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knock Out Genetics,,knock-out-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knowntocausecancer,,knowntocausecancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knuckle Genetics,,knuckle-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koala Seeds,,koala-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koalatea Genetics,,koalatea-genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koby's Organics,,kobys-organics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kokua Seed,,kokua-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraken Genetix,,kraken-genetix,,,,,,,,http://Www.krakengenetix.com,false,,,,,,,,,,,,,,,,,,,,
Kre8 Genetics,,kre8-genetics,,,,,,,,https://kre8worldwide.com,false,,,,,,,,,,,,,,,,,,,,
KropDuster,,kropduster,,,,,,,,https://kropduster.com,false,,,,,,,,,,,,,,,,,,,,
Krumme Gurken,,krumme-gurken,,,,,,,,http://www.krumme-gurken.at,false,,,,,,,,,,,,,,,,,,,,
Krunkz Kreationz,,krunkz-kreationz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KuBelarra,,kubelarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuntry Greenthumb,,kuntry-greenthumb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kush Cannabis Seeds,,kush-cannabis-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwaka Seeds,,kwaka-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L'Artisan du Bonheur,,lartisan-du-bonheur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDSeedz,,ledseedz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Devils Lettuce,,la-devils-lettuce,,,,,,,,https://ladevilslettuce.com,false,,,,,,,,,,,,,,,,,,,,
La Maga,,la-maga,,,,,,,,https://lamaga.ar,false,,,,,,,,,,,,,,,,,,,,
La Mano Negra,,la-mano-negra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaMota Seeds,,lamota-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
